run_id	arm_name	seed	run_seed	rng_seed_internal	level	proposal_index	current_sample_id	proposal_sample_id	proxy_mode	l0_guard_mode	proxy_score_current	proxy_score_proposal	reverse_proxy_score	reverse_proxy_success	truth_score_current	truth_score_proposal	truth_success_current	truth_success_proposal	truth_failed_current	truth_failed_proposal	stage1_accept	final_accept	reverse_proxy_reject	truth_evaluated	proxy_evaluated	wall_time_proxy	wall_time_truth	current_damage_state_hash	damage_state_hash	n_line_out_current	n_line_out	dcopf_success	l0_score	da_score	flow_score	proxy_success_current	proxy_success_proposal
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	11			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	False	False	True	True	0.052122502005659044	0.020496393990470096	5763a7d9272d2e8872457e1a8d3cb7e6c52626fb	80e0f88108dc053ea10e6fe64a79df4815d4cfb0	3	4	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	12			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04842232899682131	0.021235514999716543	e5102d29b86c36bcd8409ac5585d1c0c49116b8b	75924ba21eb1ce4d621af7c2603cce33f0c6b4cb	4	3	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	13			dcopf	failure_label		-0.06000000000000005			inf		False		True		False	False	False	False	True	0.030988111000624485	0.0	c1c8335e60d18f36de2f88f5fffb7b46faf1585e	a5711e9763c3bfe59721550b4daaf82f755f8c77	1	0	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	14			dcopf	failure_label		-0.06000000000000005			inf		False		True		False	False	False	False	True	0.031681698994361795	0.0	fa8ea0e4a3b06249611213013e48825cf8dc40e7	a5711e9763c3bfe59721550b4daaf82f755f8c77	1	0	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	15			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	False	False	True	True	0.04557621499407105	0.018992500990862027	ff15a32d43b4d684d6a4eeaa673bbe024c3d9b3f	509b174dda71c1dab8a057ba8fa16cec802281f9	3	4	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	16			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.046339047999936156	0.021700408004107885	57cd4da86d6e49591f232a11082e0d173352385b	d966aa3743a755f322ddcea5980392c023d9a782	2	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	17			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04933250800240785	0.018582634991616942	428d4041d2aa19859d11c22326691d668931e1eb	2572e846accda710a9938b6d6cde14b0a3fcebf4	3	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	18			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04800635599531233	0.02010078499733936	4f7e41e08e4efee8a272f50d1fc5095fcea5e16b	83812d29cbe4a70c243cd510d41acd5f86f48600	1	1	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	19			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04833375399175566	0.01969123700109776	32755f08fa76620703596c570dd19e13959ee4eb	d8f20d6f19d549c87857ba8a6e6c2c3702b85e09	2	1	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	20			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04671387201233301	0.01829881500452757	fa8ea0e4a3b06249611213013e48825cf8dc40e7	34481d0d868d4132cf83a34f11a0b7cf988933d5	1	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	21			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04323397199914325	0.018793633993482217	1b15f427875e5e10ccfb3689bbd40e8b2951b1fd	b84dc307f149db00a7f0dcf4b06f29623eec1e79	2	3	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	22			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	False	False	True	True	0.04396135899878573	0.018167699003242888	3be99dd1e9e26750c3a278cc5b361f06e5d703c2	f558997c8fd567f4f4020dd36c71bf122736c0d1	5	6	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	23			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04159346599772107	0.016789148998213932	c0bf4b0ce29660d841905f5ebb7546c50196fc8b	bd186b102cf66e270b2ad06ab39d43e0166bdba9	1	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	24			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04925709399685729	0.023788965001585893	e3f231e790543facc00a3641dfa0994903c77aeb	45f50a99f22eeae3b6e94183e6d54ea4c4819939	3	3	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	25			dcopf	failure_label		-0.06000000000000005			inf		False		True		False	False	False	False	True	0.030219214997487143	0.0	01dad8141939bc92ed3cf9e003b95b6be9c3e235	3364f1db52c4bdb9dafe9db114e01fe4f7dfed61	4	3	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	26			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.048518534007598646	0.021847461990546435	689b9fe554f4a3aa3c87548eecc07b9ff351ab1d	81fc620cdcfec4835639fe36dcaeb056beb423b6	2	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	27			dcopf	failure_label		-0.06000000000000005			inf		False		True		False	False	False	False	True	0.03062511900498066	0.0	7ddc7563ebeb54eeefa73641f045277551103a92	f1bddffd47fc7257aedf9e7396798b03cfb0813d	2	1	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	28			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.053950615008943714	0.02151135099120438	76fc83e272eff9fa3d6fc23db55060dcbdf63d32	2a868470aee0f5f34df507fcb40e92d9f5817ce3	5	5	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	29			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.05099054200400133	0.021023427994805388	ea8127464e18d78091249c9d4d2df3f8c4950173	3e9ead49f578b0f0663a232b5506f95efa588aca	3	4	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	30			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04222531399864238	0.01810911101347301	7b9063749cc1bebf5439e5a13d6a2b27febb2c09	09e2de1c32d732888f7cef2d3b7d90436c36085d	2	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	31			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04226518400537316	0.018847262996132486	c2bcb2077f4a243bc4a389e1c993e8e68367ae7a	6a4e35737ec6eb177163c8a250123adf250d3656	3	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	32			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	False	False	True	True	0.043781364016467705	0.019846979004796594	a9509161315950d47353a66efd7d7cc5ad5cf9f8	0f8c76eebd35c577bf6000c881135bcc29721e95	3	4	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	33			dcopf	failure_label		-0.06000000000000005			inf		False		True		False	False	False	False	True	0.029851936997147277	0.0	da0e4bdc42a0ef9ca1459700547906b261e12cac	3a15ecab3c9a33c90b88112170c4f3e47eb68366	2	2	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	34			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	False	False	True	True	0.04400568798882887	0.01877351399161853	ea8ff01afc167449d90c092ac583caddc99a2878	e79906559f7ce473151389960a0089fd6a915338	2	3	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	35			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04570149700157344	0.017762622999725863	b2017b6c24c66db6e14f140e82d3f8ebeedd0347	8811476d6f7eceda549d54b3bb2563b4bbc697ad	4	4	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	36			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	False	False	True	True	0.045166670010075904	0.019128972009639256	af0d311a96af87aea8afaf34c77a4c09cd19f8b1	8966031bf5dd58dc6cf4c66dcdf457ff9300d339	4	5	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	37			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	False	False	True	True	0.04176601801009383	0.0179847300023539	971336e2e12be848b07032e5c4c572309166e5b2	76db52e7406c5d7e19c741390cf5273e41b2529d	7	8	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	38			dcopf	failure_label		-0.06000000000000005			inf		False		True		False	False	False	False	True	0.028689404993201606	0.0	485964b6038666585d8d63139f85d1501585fe1c	19e19e0122e9755a3831a39840c3bc2a8e168408	4	4	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	39			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	False	False	True	True	0.042745939004817046	0.01848442098707892	bcd31b7740f9679a36dae1ff4864b83a864e7077	6dd56caa533c67cc920fa1e4be4514da2860eaa6	2	3	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	40			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	False	False	True	True	0.042582365989801474	0.0185864780069096	88b750e2f597aa31906fc259206bdd239418096b	b24fa0455a922fef9d260796151592dd988e13dd	1	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	41			dcopf	failure_label		-0.06000000000000005			inf		False		True		False	False	False	False	True	0.027904516013222747	0.0	7da289cb0809404fc23a574119692a5e55e53d42	724a920d7f00401b8a5eccefcc0ca37dd11bf2ad	2	1	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	42			dcopf	failure_label		-0.06000000000000005			inf		False		True		False	False	False	False	True	0.028044730992405675	0.0	b07fba9702a73b9e01c8e2db3254947480e4022e	a5711e9763c3bfe59721550b4daaf82f755f8c77	1	0	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	43			dcopf	failure_label		-0.06000000000000005			inf		False		True		False	False	False	False	True	0.026983612013282254	0.0	2ee97731c1314c91ec9c4d37d4ef6ddf7777043e	e2d47077812d760ca898900d3213e1a5320b54dd	3	2	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	44			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.047570519978762604	0.0247854329936672	a97c73a371cf280afb515c987ae2167bf457704c	1edee6f62debc91c945f623c5ed2d3602f81d285	3	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	45			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.043308872016496025	0.01823619099741336	4c33162541637b99f7b3b69a83f5b50b357f2d6d	50503a3770faef811d5cc319574107eb51189cd2	2	3	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	46			dcopf	failure_label		-0.06000000000000005			inf		False		True		False	False	False	False	True	0.026295423012925312	0.0	83812d29cbe4a70c243cd510d41acd5f86f48600	a5711e9763c3bfe59721550b4daaf82f755f8c77	1	0	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	47			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	False	False	True	True	0.04164630000013858	0.017796288011595607	88b750e2f597aa31906fc259206bdd239418096b	dfbc77dd2aa4a379db90b168ee60868c17b7d05f	1	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	48			dcopf	failure_label		-0.06000000000000005			inf		False		True		False	False	False	False	True	0.029498998002964072	0.0	3d11db35aba920cc4e9f9375d005238d99047669	04a88264f4ceb906acfbc5f94bbb3ddf70505455	3	2	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	49			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.051308613998116925	0.02171955800440628	a98f0eee070abc27dbf3aa289f879f0e2cdc2aa7	cb0b0bd6336bbc1c409b83dfd9dd62f60f8cc841	3	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	50			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	False	False	True	True	0.04429711699776817	0.01865557899873238	4f7e41e08e4efee8a272f50d1fc5095fcea5e16b	57228e1cdf11ad1b29d91e03242dd6fc644f744d	1	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	51			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	False	False	True	True	0.045756831983453594	0.02263792800658848	c9cad06bef88fb53f4274c68f9338490a6103a4b	8c57763f98b6ae1dc5cc6ceddf96d48cd721ecea	4	5	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	52			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04760786199767608	0.036713566005346365	65e524611ae8ff35d4215a3fb9638cddba83095c	f5d725123d3ae9befc951dc3c5ca091ecf0ce9aa	2	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	53			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.047382054981426336	0.019369667003047653	b929ba23860c834a781c61d77cfdad8c5ced129c	d1656278b13cb818564148179a96522e2b310480	3	4	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	54			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.0462730799918063	0.01905000400438439	97213f93d8ed89db65bb15c670e281f7c3337616	e0ca4f3bdb5562853fcc18c054ce840de6c1bf16	3	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	55			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04119322200131137	0.01811296799860429	ecb7866913c59f35c8409af7854c2f4997ccf58d	141ba8e51543f6e0050443dddeb17125cfbcca74	3	4	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	56			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04231984600482974	0.01896349000162445	f5b548c5640e2ea6330b9241595066adaf0dcf9c	46ca7831a4e8446aa152bb677ecffae2d5dbc1af	5	4	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	57			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04515126600745134	0.017867091999505647	9060ff0e132f6e4ea6b90d29605c6f63347a88b9	663a5de65e1922b05f0a3b9a3c5aad32190eeb96	2	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	58			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.045311136986128986	0.01956487400457263	364f4b9ec890f9b4999dc2ff0c33f4966d2ab574	f163a4ba09247af301e6b4f216519ffa0aae2701	8	9	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	59			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	False	False	True	True	0.047120973002165556	0.021170976004214026	88b750e2f597aa31906fc259206bdd239418096b	8fe1f34b8c4cf6cdb2cbb1289bfa633dddaeae33	1	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	60			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	False	False	True	True	0.05108634597854689	0.020007876999443397	0c749cbfecc6d660791a8e0c884020591e6c6fca	9e95ad0b3918885b5c5d602fcec7b9cce39c6c03	2	3	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	61			dcopf	failure_label		-0.06000000000000005			inf		False		True		False	False	False	False	True	0.028109058999689296	0.0	c5d0f499b82aee5a390b687dfc79cfdf483c036f	b2115ce239e31f3c4385a543af9bc7c082334d6d	2	1	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	62			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.044945431014639325	0.019314452991238795	e501f00a7477b628e29381eb4bf5af221951f195	54500f66c0a8fb385862502bed72a5cd9f0ba3bc	2	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	63			dcopf	failure_label		-0.06000000000000005			inf		False		True		False	False	False	False	True	0.02694473600422498	0.0	c0bf4b0ce29660d841905f5ebb7546c50196fc8b	02df3c5a8d82d446ecadb41af68bbd1e00950d8f	1	1	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	64			dcopf	failure_label		inf	inf	False	inf	inf	False	False	True	True	True	True	False	True	True	0.04440462100319564	0.018518979995860718	7543f32aabe17d7bd0ebfb5f5001d00984a5bd5c	c0bf4b0ce29660d841905f5ebb7546c50196fc8b	2	1	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	65			dcopf	failure_label		-0.06000000000000005			inf		False		True		False	False	False	False	True	0.028971153995371424	0.0	fa8ea0e4a3b06249611213013e48825cf8dc40e7	79c03e648a55b10f70d5ed1299eff551550b638f	1	1	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	66			dcopf	failure_label		-0.06000000000000005			-8.447316401927196e-09		True		False		False	False	False	False	True	0.028350171007332392	0.0	f21df2deac5c2c5470631ace59cc1bcce3957a97	c3221d7e6da8019569156080c8dd7d86b6e3a264	1	1	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	67			dcopf	failure_label		-0.06000000000000005			-8.992997013734794e-09		True		False		False	False	False	False	True	0.026267245004419237	0.0	b0f14e8dcc508b7e314c03faec41bd04c763fc05	6218a441a83d27f129780ca6882f88f2e7cd463d	3	2	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	68			dcopf	failure_label		-0.06000000000000005			-9.576032633518139e-09		True		False		False	False	False	False	True	0.027627403003862128	0.0	c432d3a067615148e350b038a48e5d89b0fd99cc	d27f5cfda6730d25a9ed260e17c032fb2367550b	2	1	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	69			dcopf	failure_label		inf	-0.06000000000000005	True	-9.744608009398803e-09	inf	True	False	False	True	True	False	True	True	True	0.05001692999212537	0.019881724001606926	96be00633911b8da49861b97da01834f0053140d	0f961bc49221513f7aee798dc10b1d05409c313e	3	3	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	70			dcopf	failure_label		-0.06000000000000005			-9.757303853774602e-09		True		False		False	False	False	False	True	0.030166320997523144	0.0	a7d509227fa2514bc6f2ad5c87669fba5b50db51	ea79c8415e32c0fb49df86db906e3554c71a914a	2	2	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	71			dcopf	failure_label		-0.06000000000000005			-1.0080948742441365e-08		True		False		False	False	False	False	True	0.030116227993858047	0.0	31b4290b746a6ba5702eae478856ffa9fd756345	905d4e6d873cfe0fc9b7641aaf1db42222248845	2	3	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	72			dcopf	failure_label		-0.06000000000000005			-1.1582442560609252e-08		True		False		False	False	False	False	True	0.03137484600301832	0.0	28f5fec4df7997a242ef30cca1248e735a675180	b2cdb3630154800d1e70de6c327b26a102e28bb0	2	2	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	73			dcopf	failure_label		-0.06000000000000005			-1.2236550661626211e-08		True		False		False	False	False	False	True	0.02999407499737572	0.0	4c046ea6eeb2dac1266e75a02fdb79b36172e30c	b1aeac06807ba0cc51304e53735dba78ce020ca1	2	1	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	74			dcopf	failure_label		-0.06000000000000005			-1.2336584198635592e-08		True		False		False	False	False	False	True	0.029899376997491345	0.0	d688a48bb91efc67fd0be207bba91ea872fa3719	e7192b138559865b1cf0fc258572b92730117b20	4	5	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	75			dcopf	failure_label		-0.06000000000000005			-1.4440176387964243e-08		True		False		False	False	False	False	True	0.030887305008945987	0.0	bfb145f247b780c8ac7a9c5c321947b5d3068058	a8a380635736ba995db6ca8b14ab023758d0c079	2	2	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	76			dcopf	failure_label		inf	-0.06000000000000005	True	-1.460037513112411e-08	inf	True	False	False	True	True	False	True	True	True	0.05760619499778841	0.036629490001359954	1f31d79f8046f83a327e2eeec998fe1b264f38d7	73ecb71487cfa090dd0c7cf37b8c38808614f923	2	2	False					False
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	77			dcopf	failure_label		-0.06000000000000005			-1.577177588529821e-08		True		False		False	False	False	False	True	0.026701669004978612	0.0	02de28396aae69a4df9a721d1591b6a4a9fbd378	ded191f1368d4dda2400a092b83937e10428f638	2	1	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	78			dcopf	failure_label		-0.06000000000000005			-1.6029168881104283e-08		True		False		False	False	False	False	True	0.03338156999961939	0.0	ff27949f833d63d988a4d1c52d74b34607b89112	658d41818ec9defc692fd37a76e1a5838780d36c	2	2	True					True
case118_corrected_da_dcopf_seed901_N1000_lop0008	corrected_da_dcopf	901	901	902	1	79			dcopf	failure_label		inf	-0.06000000000000005	True	-1.690827988731769e-08	inf	True	False	False	True	True	False	True	True	True	0.04867949499748647	0.0185402290080674	67957080805fb0b7db19faa554a070fbed84a0dd	d5043291a7749e151144f2aad26ecc2449cde298	3	4	False					False
